Date;Filière;Valeur (°C)
2016/04/26;"Température réalisée au dessus de la normale";8,05
2016/04/27;"Température réalisée au dessus de la normale";7,45
2016/04/28;"Température réalisée au dessus de la normale";8,26
2016/04/29;"Température réalisée au dessus de la normale";9,61
2016/04/30;"Température réalisée au dessus de la normale";8,59
2016/05/01;"Température réalisée au dessus de la normale";8,87
2016/05/02;"Température réalisée au dessus de la normale";11,94
2016/05/03;"Température réalisée au dessus de la normale";12,26
2016/05/04;"Température réalisée au dessus de la normale";12,89
2016/05/05;"Température réalisée au dessus de la normale";14,88
2016/05/06;"Température réalisée au dessus de la normale";16,52
2016/05/07;"Température réalisée au dessus de la normale";17,2
2016/05/08;"Température réalisée au dessus de la normale";17,49
2016/05/09;"Température réalisée au dessus de la normale";16,74
2016/05/10;"Température réalisée au dessus de la normale";16,42
2016/05/11;"Température réalisée au dessus de la normale";14,67
2016/05/12;"Température réalisée au dessus de la normale";14,21
2016/05/13;"Température réalisée au dessus de la normale";14,64
2016/05/14;"Température réalisée au dessus de la normale";12,55
2016/05/15;"Température réalisée au dessus de la normale";11,68
2016/05/16;"Température réalisée au dessus de la normale";12,68
2016/05/17;"Température réalisée au dessus de la normale";13,68
2016/05/18;"Température réalisée au dessus de la normale";13,63
2016/05/19;"Température réalisée au dessus de la normale";12,92
2016/05/20;"Température réalisée au dessus de la normale";15,12
2016/05/21;"Température réalisée au dessus de la normale";17,95
2016/05/22;"Température réalisée au dessus de la normale";14,56
2016/05/23;"Température réalisée au dessus de la normale";12,33
2016/05/24;"Température réalisée au dessus de la normale";13,01
2016/05/25;"Température réalisée au dessus de la normale";14,72
2016/05/26;"Température réalisée au dessus de la normale";16,72
2016/05/27;"Température réalisée au dessus de la normale";18,62
2016/05/28;"Température réalisée au dessus de la normale";17,87
2016/05/29;"Température réalisée au dessus de la normale";15,87
2016/05/30;"Température réalisée au dessus de la normale";14,86
2016/05/31;"Température réalisée au dessus de la normale";14,32
2016/06/01;"Température réalisée au dessus de la normale";14,76
2016/06/02;"Température réalisée au dessus de la normale";14,53
2016/06/03;"Température réalisée au dessus de la normale";14,77
2016/06/04;"Température réalisée au dessus de la normale";15,74
2016/06/05;"Température réalisée au dessus de la normale";17,15
2016/06/06;"Température réalisée au dessus de la normale";19,04
2016/06/07;"Température réalisée au dessus de la normale";20,17
2016/06/08;"Température réalisée au dessus de la normale";19,61
2016/06/09;"Température réalisée au dessus de la normale";19,56
2016/06/10;"Température réalisée au dessus de la normale";18,82
2016/06/11;"Température réalisée au dessus de la normale";18
2016/06/12;"Température réalisée au dessus de la normale";17,29
2016/06/13;"Température réalisée au dessus de la normale";16,86
2016/06/14;"Température réalisée au dessus de la normale";16,04
2016/06/15;"Température réalisée au dessus de la normale";15,71
2016/06/16;"Température réalisée au dessus de la normale";15,29
2016/06/17;"Température réalisée au dessus de la normale";15,53
2016/06/18;"Température réalisée au dessus de la normale";15,35
2016/06/19;"Température réalisée au dessus de la normale";16,32
2016/06/20;"Température réalisée au dessus de la normale";16,97
2016/06/21;"Température réalisée au dessus de la normale";19,54
2016/06/22;"Température réalisée au dessus de la normale";22,85
2016/06/23;"Température réalisée au dessus de la normale";24,16
2016/06/24;"Température réalisée au dessus de la normale";21,29
2016/06/25;"Température réalisée au dessus de la normale";18,71
2016/06/26;"Température réalisée au dessus de la normale";17,68
2016/06/27;"Température réalisée au dessus de la normale";18,23
2016/06/28;"Température réalisée au dessus de la normale";19,12
2016/06/29;"Température réalisée au dessus de la normale";19,03
2016/06/30;"Température réalisée au dessus de la normale";19,61
2016/07/01;"Température réalisée au dessus de la normale";19,81
2016/07/02;"Température réalisée au dessus de la normale";17,77
2016/07/03;"Température réalisée au dessus de la normale";17,59
2016/07/04;"Température réalisée au dessus de la normale";19,3
2016/07/05;"Température réalisée au dessus de la normale";19,79
2016/07/06;"Température réalisée au dessus de la normale";19,79
2016/07/07;"Température réalisée au dessus de la normale";21,4
2016/07/08;"Température réalisée au dessus de la normale";22,11
2016/07/09;"Température réalisée au dessus de la normale";22,54
2016/07/10;"Température réalisée au dessus de la normale";23,3
2016/07/11;"Température réalisée au dessus de la normale";20,66
2016/07/12;"Température réalisée au dessus de la normale";18,25
2016/07/13;"Température réalisée au dessus de la normale";16,36
2016/07/14;"Température réalisée au dessus de la normale";15,77
2016/07/15;"Température réalisée au dessus de la normale";17,38
2016/07/16;"Température réalisée au dessus de la normale";19,9
2016/07/17;"Température réalisée au dessus de la normale";22,47
2016/07/18;"Température réalisée au dessus de la normale";24,58
2016/07/19;"Température réalisée au dessus de la normale";26,54
2016/07/20;"Température réalisée au dessus de la normale";24,04
2016/07/21;"Température réalisée au dessus de la normale";21,72
2016/07/22;"Température réalisée au dessus de la normale";21,13
2016/07/23;"Température réalisée au dessus de la normale";20,96
2016/07/24;"Température réalisée au dessus de la normale";21,61
2016/07/25;"Température réalisée au dessus de la normale";22,3
2016/07/26;"Température réalisée au dessus de la normale";21,26
2016/07/27;"Température réalisée au dessus de la normale";20,77
2016/07/28;"Température réalisée au dessus de la normale";20,96
2016/07/29;"Température réalisée au dessus de la normale";21,45
2016/07/30;"Température réalisée au dessus de la normale";20,8
2016/07/31;"Température réalisée au dessus de la normale";20,12
2016/08/01;"Température réalisée au dessus de la normale";19,66
2016/08/02;"Température réalisée au dessus de la normale";20,31
2016/08/03;"Température réalisée au dessus de la normale";21,71
2016/08/04;"Température réalisée au dessus de la normale";19,2
2016/08/05;"Température réalisée au dessus de la normale";18,51
2016/08/06;"Température réalisée au dessus de la normale";19,5
2016/08/07;"Température réalisée au dessus de la normale";21,58
2016/08/08;"Température réalisée au dessus de la normale";20,68
2016/08/09;"Température réalisée au dessus de la normale";18,48
2016/08/10;"Température réalisée au dessus de la normale";16,48
2016/08/11;"Température réalisée au dessus de la normale";17,2
2016/08/12;"Température réalisée au dessus de la normale";19,84
2016/08/13;"Température réalisée au dessus de la normale";21,7
2016/08/14;"Température réalisée au dessus de la normale";22,53
2016/08/15;"Température réalisée au dessus de la normale";22,89
2016/08/16;"Température réalisée au dessus de la normale";23,17
2016/08/17;"Température réalisée au dessus de la normale";22,33
2016/08/18;"Température réalisée au dessus de la normale";20,47
2016/08/19;"Température réalisée au dessus de la normale";19,88
2016/08/20;"Température réalisée au dessus de la normale";18,97
2016/08/21;"Température réalisée au dessus de la normale";18,32
2016/08/22;"Température réalisée au dessus de la normale";20,72
2016/08/23;"Température réalisée au dessus de la normale";23,91
2016/08/24;"Température réalisée au dessus de la normale";24,9
2016/08/25;"Température réalisée au dessus de la normale";25,54
2016/08/26;"Température réalisée au dessus de la normale";25,09
2016/08/27;"Température réalisée au dessus de la normale";25,4
2016/08/28;"Température réalisée au dessus de la normale";22,53
2016/08/29;"Température réalisée au dessus de la normale";20,26
2016/08/30;"Température réalisée au dessus de la normale";20,2
2016/08/31;"Température réalisée au dessus de la normale";21,33
2016/09/01;"Température réalisée au dessus de la normale";21,42
2016/09/02;"Température réalisée au dessus de la normale";21,41
2016/09/03;"Température réalisée au dessus de la normale";21,8
2016/09/04;"Température réalisée au dessus de la normale";21,12
2016/09/05;"Température réalisée au dessus de la normale";20,27
2016/09/06;"Température réalisée au dessus de la normale";21,68
2016/09/07;"Température réalisée au dessus de la normale";22,05
2016/09/08;"Température réalisée au dessus de la normale";20,63
2016/09/09;"Température réalisée au dessus de la normale";20,17
2016/09/10;"Température réalisée au dessus de la normale";20,73
2016/09/11;"Température réalisée au dessus de la normale";21,03
2016/09/12;"Température réalisée au dessus de la normale";23,31
2016/09/13;"Température réalisée au dessus de la normale";23,94
2016/09/14;"Température réalisée au dessus de la normale";20,36
2016/09/15;"Température réalisée au dessus de la normale";17,74
2016/09/16;"Température réalisée au dessus de la normale";16,42
2016/09/17;"Température réalisée au dessus de la normale";15,17
2016/09/18;"Température réalisée au dessus de la normale";15,78
2016/09/19;"Température réalisée au dessus de la normale";16,72
2016/09/20;"Température réalisée au dessus de la normale";16,7
2016/09/21;"Température réalisée au dessus de la normale";16,21
2016/09/22;"Température réalisée au dessus de la normale";16,37
2016/09/23;"Température réalisée au dessus de la normale";17,1
2016/09/24;"Température réalisée au dessus de la normale";17,57
2016/09/25;"Température réalisée au dessus de la normale";16,99
2016/09/26;"Température réalisée au dessus de la normale";15,68
2016/09/27;"Température réalisée au dessus de la normale";16,85
2016/09/28;"Température réalisée au dessus de la normale";17,79
2016/09/29;"Température réalisée au dessus de la normale";17,63
2016/09/30;"Température réalisée au dessus de la normale";16,43
2016/10/01;"Température réalisée au dessus de la normale";15,31
2016/10/02;"Température réalisée au dessus de la normale";13,87
2016/10/03;"Température réalisée au dessus de la normale";13,3
2016/10/04;"Température réalisée au dessus de la normale";14,21
2016/10/05;"Température réalisée au dessus de la normale";13,77
2016/10/06;"Température réalisée au dessus de la normale";11,27
2016/10/07;"Température réalisée au dessus de la normale";11,47
2016/10/08;"Température réalisée au dessus de la normale";12,23
2016/10/09;"Température réalisée au dessus de la normale";10,82
2016/10/10;"Température réalisée au dessus de la normale";9,4
2016/10/11;"Température réalisée au dessus de la normale";9,49
2016/10/12;"Température réalisée au dessus de la normale";9,45
2016/10/13;"Température réalisée au dessus de la normale";10,14
2016/10/14;"Température réalisée au dessus de la normale";11,55
2016/10/15;"Température réalisée au dessus de la normale";12,59
2016/10/16;"Température réalisée au dessus de la normale";13,84
2016/10/17;"Température réalisée au dessus de la normale";13,89
2016/10/18;"Température réalisée au dessus de la normale";12,45
2016/10/19;"Température réalisée au dessus de la normale";11,2
2016/10/20;"Température réalisée au dessus de la normale";10,71
2016/10/21;"Température réalisée au dessus de la normale";10,21
2016/10/22;"Température réalisée au dessus de la normale";9,07
2016/10/23;"Température réalisée au dessus de la normale";10,39
2016/10/24;"Température réalisée au dessus de la normale";13,88
2016/10/25;"Température réalisée au dessus de la normale";13,57
2016/10/26;"Température réalisée au dessus de la normale";12,31
2016/10/27;"Température réalisée au dessus de la normale";11,4
2016/10/28;"Température réalisée au dessus de la normale";10,85
2016/10/29;"Température réalisée au dessus de la normale";11,07
2016/10/30;"Température réalisée au dessus de la normale";11,35
2016/10/31;"Température réalisée au dessus de la normale";11,39
2016/11/01;"Température réalisée au dessus de la normale";10,74
2016/11/02;"Température réalisée au dessus de la normale";10,3
2016/11/03;"Température réalisée au dessus de la normale";7,72
2016/11/04;"Température réalisée au dessus de la normale";8,35
2016/11/05;"Température réalisée au dessus de la normale";9,88
2016/11/06;"Température réalisée au dessus de la normale";6,52
2016/11/07;"Température réalisée au dessus de la normale";4,88
2016/11/08;"Température réalisée au dessus de la normale";5,36
2016/11/09;"Température réalisée au dessus de la normale";7,21
2016/11/10;"Température réalisée au dessus de la normale";9,18
2016/11/11;"Température réalisée au dessus de la normale";8,14
2016/11/12;"Température réalisée au dessus de la normale";5,98
2016/11/13;"Température réalisée au dessus de la normale";8,41
2016/11/14;"Température réalisée au dessus de la normale";7,33
2016/11/15;"Température réalisée au dessus de la normale";8,59
2016/11/16;"Température réalisée au dessus de la normale";10,14
2016/11/17;"Température réalisée au dessus de la normale";10,91
2016/11/18;"Température réalisée au dessus de la normale";9,8
2016/11/19;"Température réalisée au dessus de la normale";8,01
2016/11/20;"Température réalisée au dessus de la normale";11,42
2016/11/21;"Température réalisée au dessus de la normale";12,88
2016/11/22;"Température réalisée au dessus de la normale";10,43
2016/11/23;"Température réalisée au dessus de la normale";10,88
2016/11/24;"Température réalisée au dessus de la normale";10,92
2016/11/25;"Température réalisée au dessus de la normale";9,03
2016/11/26;"Température réalisée au dessus de la normale";8,3
2016/11/27;"Température réalisée au dessus de la normale";7,48
2016/11/28;"Température réalisée au dessus de la normale";5,63
2016/11/29;"Température réalisée au dessus de la normale";2,87
2016/11/30;"Température réalisée au dessus de la normale";3,26
2016/12/01;"Température réalisée au dessus de la normale";2,94
2016/12/02;"Température réalisée au dessus de la normale";3,7
2016/12/03;"Température réalisée au dessus de la normale";4,19
2016/12/04;"Température réalisée au dessus de la normale";4,04
2016/12/05;"Température réalisée au dessus de la normale";6,07
2016/12/06;"Température réalisée au dessus de la normale";5,97
2016/12/07;"Température réalisée au dessus de la normale";5,66
2016/12/08;"Température réalisée au dessus de la normale";5,79
2016/12/09;"Température réalisée au dessus de la normale";6,15
2016/12/10;"Température réalisée au dessus de la normale";5,47
2016/12/11;"Température réalisée au dessus de la normale";6,37
2016/12/12;"Température réalisée au dessus de la normale";6,06
2016/12/13;"Température réalisée au dessus de la normale";6,42
2016/12/14;"Température réalisée au dessus de la normale";5,89
2016/12/15;"Température réalisée au dessus de la normale";5,7
2016/12/16;"Température réalisée au dessus de la normale";7,24
2016/12/17;"Température réalisée au dessus de la normale";4,95
2016/12/18;"Température réalisée au dessus de la normale";3,3
2016/12/19;"Température réalisée au dessus de la normale";3,7
2016/12/20;"Température réalisée au dessus de la normale";4,29
2016/12/21;"Température réalisée au dessus de la normale";4,78
2016/12/22;"Température réalisée au dessus de la normale";6,44
2016/12/23;"Température réalisée au dessus de la normale";6,32
2016/12/24;"Température réalisée au dessus de la normale";8,24
2016/12/25;"Température réalisée au dessus de la normale";8,96
2016/12/26;"Température réalisée au dessus de la normale";8,65
2016/12/27;"Température réalisée au dessus de la normale";4,78
2016/12/28;"Température réalisée au dessus de la normale";3,6
2016/12/29;"Température réalisée au dessus de la normale";1,5
2016/12/30;"Température réalisée au dessus de la normale";0,17
2016/12/31;"Température réalisée au dessus de la normale";-0,62
2017/01/01;"Température réalisée au dessus de la normale";0,41
2017/01/02;"Température réalisée au dessus de la normale";2,34
2017/01/03;"Température réalisée au dessus de la normale";1,22
2017/01/04;"Température réalisée au dessus de la normale";2,15
2017/01/05;"Température réalisée au dessus de la normale";2,83
2017/01/06;"Température réalisée au dessus de la normale";-0,73
2017/01/07;"Température réalisée au dessus de la normale";-0,57
2017/01/08;"Température réalisée au dessus de la normale";4,11
2017/01/09;"Température réalisée au dessus de la normale";4,98
2017/01/10;"Température réalisée au dessus de la normale";5,36
2017/01/11;"Température réalisée au dessus de la normale";6,58
2017/01/12;"Température réalisée au dessus de la normale";6,93
2017/01/13;"Température réalisée au dessus de la normale";4,09
2017/01/14;"Température réalisée au dessus de la normale";3,06
2017/01/15;"Température réalisée au dessus de la normale";2,8
2017/01/16;"Température réalisée au dessus de la normale";2,79
2017/01/17;"Température réalisée au dessus de la normale";-0,76
2017/01/18;"Température réalisée au dessus de la normale";-1,71
2017/01/19;"Température réalisée au dessus de la normale";-1,74
2017/01/20;"Température réalisée au dessus de la normale";-1,22
2017/01/21;"Température réalisée au dessus de la normale";-0,16
2017/01/22;"Température réalisée au dessus de la normale";0,78
2017/01/23;"Température réalisée au dessus de la normale";0,66
2017/01/24;"Température réalisée au dessus de la normale";0,01
2017/01/25;"Température réalisée au dessus de la normale";-0,76
2017/01/26;"Température réalisée au dessus de la normale";-0,17
2017/01/27;"Température réalisée au dessus de la normale";5,22
2017/01/28;"Température réalisée au dessus de la normale";6,84
2017/01/29;"Température réalisée au dessus de la normale";5,95
2017/01/30;"Température réalisée au dessus de la normale";8,46
2017/01/31;"Température réalisée au dessus de la normale";9,76
2017/02/01;"Température réalisée au dessus de la normale";9,57
2017/02/02;"Température réalisée au dessus de la normale";10,17
2017/02/03;"Température réalisée au dessus de la normale";8,14
2017/02/04;"Température réalisée au dessus de la normale";7,25
2017/02/05;"Température réalisée au dessus de la normale";6,92
2017/02/06;"Température réalisée au dessus de la normale";6,3
2017/02/07;"Température réalisée au dessus de la normale";7,38
2017/02/08;"Température réalisée au dessus de la normale";5,66
2017/02/09;"Température réalisée au dessus de la normale";3,94
2017/02/10;"Température réalisée au dessus de la normale";3,09
2017/02/11;"Température réalisée au dessus de la normale";2,8
2017/02/12;"Température réalisée au dessus de la normale";5,91
2017/02/13;"Température réalisée au dessus de la normale";9,37
2017/02/14;"Température réalisée au dessus de la normale";9,49
2017/02/15;"Température réalisée au dessus de la normale";10,37
2017/02/16;"Température réalisée au dessus de la normale";9,05
2017/02/17;"Température réalisée au dessus de la normale";7,86
2017/02/18;"Température réalisée au dessus de la normale";7,02
2017/02/19;"Température réalisée au dessus de la normale";6,69
2017/02/20;"Température réalisée au dessus de la normale";8,89
2017/02/21;"Température réalisée au dessus de la normale";10,35
2017/02/22;"Température réalisée au dessus de la normale";10,19
2017/02/23;"Température réalisée au dessus de la normale";9,42
2017/02/24;"Température réalisée au dessus de la normale";7,18
2017/02/25;"Température réalisée au dessus de la normale";5,94
2017/02/26;"Température réalisée au dessus de la normale";8,46
2017/02/27;"Température réalisée au dessus de la normale";9,34
2017/02/28;"Température réalisée au dessus de la normale";7,11
2017/03/01;"Température réalisée au dessus de la normale";8,3
2017/03/02;"Température réalisée au dessus de la normale";8,93
2017/03/03;"Température réalisée au dessus de la normale";10,23
2017/03/04;"Température réalisée au dessus de la normale";8,43
2017/03/05;"Température réalisée au dessus de la normale";7,34
2017/03/06;"Température réalisée au dessus de la normale";8,04
2017/03/07;"Température réalisée au dessus de la normale";7,71
2017/03/08;"Température réalisée au dessus de la normale";9,7
2017/03/09;"Température réalisée au dessus de la normale";11,98
2017/03/10;"Température réalisée au dessus de la normale";11,06
2017/03/11;"Température réalisée au dessus de la normale";11,24
2017/03/12;"Température réalisée au dessus de la normale";10,64
2017/03/13;"Température réalisée au dessus de la normale";10,55
2017/03/14;"Température réalisée au dessus de la normale";9,95
2017/03/15;"Température réalisée au dessus de la normale";10,91
2017/03/16;"Température réalisée au dessus de la normale";11,74
2017/03/17;"Température réalisée au dessus de la normale";10,63
2017/03/18;"Température réalisée au dessus de la normale";10,57
2017/03/19;"Température réalisée au dessus de la normale";11,94
2017/03/20;"Température réalisée au dessus de la normale";11,46
2017/03/21;"Température réalisée au dessus de la normale";9,69
2017/03/22;"Température réalisée au dessus de la normale";7,95
2017/03/23;"Température réalisée au dessus de la normale";8,7
2017/03/24;"Température réalisée au dessus de la normale";9,25
2017/03/25;"Température réalisée au dessus de la normale";11,02
2017/03/26;"Température réalisée au dessus de la normale";11,01
2017/03/27;"Température réalisée au dessus de la normale";12,15
2017/03/28;"Température réalisée au dessus de la normale";12,46
2017/03/29;"Température réalisée au dessus de la normale";13,62
2017/03/30;"Température réalisée au dessus de la normale";15,29
2017/03/31;"Température réalisée au dessus de la normale";14,03
2017/04/01;"Température réalisée au dessus de la normale";11
2017/04/02;"Température réalisée au dessus de la normale";11,04
2017/04/03;"Température réalisée au dessus de la normale";12,54
2017/04/04;"Température réalisée au dessus de la normale";12,5
2017/04/05;"Température réalisée au dessus de la normale";11,72
2017/04/06;"Température réalisée au dessus de la normale";10,58
2017/04/07;"Température réalisée au dessus de la normale";11,41
2017/04/08;"Température réalisée au dessus de la normale";14,05
2017/04/09;"Température réalisée au dessus de la normale";15,82
2017/04/10;"Température réalisée au dessus de la normale";13,75
2017/04/11;"Température réalisée au dessus de la normale";11,93
2017/04/12;"Température réalisée au dessus de la normale";12,25
2017/04/13;"Température réalisée au dessus de la normale";12,63
2017/04/14;"Température réalisée au dessus de la normale";12,83
2017/04/15;"Température réalisée au dessus de la normale";12,02
2017/04/16;"Température réalisée au dessus de la normale";11,58
2017/04/17;"Température réalisée au dessus de la normale";11,13
2017/04/18;"Température réalisée au dessus de la normale";9,35
2017/04/19;"Température réalisée au dessus de la normale";7,81
2017/04/20;"Température réalisée au dessus de la normale";7,76
2017/04/21;"Température réalisée au dessus de la normale";10,38
2017/04/22;"Température réalisée au dessus de la normale";11,96
2017/04/23;"Température réalisée au dessus de la normale";11,78
2017/04/24;"Température réalisée au dessus de la normale";12,3
2017/04/25;"Température réalisée au dessus de la normale";9,57
2017/04/26;"Température réalisée au dessus de la normale";6,88
2017/04/27;"Température réalisée au dessus de la normale";6,73
2017/04/28;"Température réalisée au dessus de la normale";8,38
2017/04/29;"Température réalisée au dessus de la normale";10,71
2017/04/30;"Température réalisée au dessus de la normale";11,53
2017/05/01;"Température réalisée au dessus de la normale";10,17
2017/05/02;"Température réalisée au dessus de la normale";11,02
2017/05/03;"Température réalisée au dessus de la normale";10,79
2017/05/04;"Température réalisée au dessus de la normale";11,56
2017/05/05;"Température réalisée au dessus de la normale";13,4
2017/05/06;"Température réalisée au dessus de la normale";13,01
2017/05/07;"Température réalisée au dessus de la normale";12,8
2017/05/08;"Température réalisée au dessus de la normale";11,78
2017/05/09;"Température réalisée au dessus de la normale";12,46
2017/05/10;"Température réalisée au dessus de la normale";14,17
2017/05/11;"Température réalisée au dessus de la normale";14,82
2017/05/12;"Température réalisée au dessus de la normale";15,37
2017/05/13;"Température réalisée au dessus de la normale";15,2
2017/05/14;"Température réalisée au dessus de la normale";15,89
2017/05/15;"Température réalisée au dessus de la normale";17,79
2017/05/16;"Température réalisée au dessus de la normale";20,43
2017/05/17;"Température réalisée au dessus de la normale";20,13
2017/05/18;"Température réalisée au dessus de la normale";15,75
2017/05/19;"Température réalisée au dessus de la normale";12,18
2017/05/20;"Température réalisée au dessus de la normale";13,05
2017/05/21;"Température réalisée au dessus de la normale";15,7
2017/05/22;"Température réalisée au dessus de la normale";18,44
2017/05/23;"Température réalisée au dessus de la normale";18,43
2017/05/24;"Température réalisée au dessus de la normale";19,53
2017/05/25;"Température réalisée au dessus de la normale";21,17
2017/05/26;"Température réalisée au dessus de la normale";22,12
2017/05/27;"Température réalisée au dessus de la normale";22,54
2017/05/28;"Température réalisée au dessus de la normale";22,93
2017/05/29;"Température réalisée au dessus de la normale";21,73
2017/05/30;"Température réalisée au dessus de la normale";19,32
2017/05/31;"Température réalisée au dessus de la normale";19,16
2017/06/01;"Température réalisée au dessus de la normale";20,67
2017/06/02;"Température réalisée au dessus de la normale";20,88
2017/06/03;"Température réalisée au dessus de la normale";17,7
2017/06/04;"Température réalisée au dessus de la normale";16,12
2017/06/05;"Température réalisée au dessus de la normale";17,27
2017/06/06;"Température réalisée au dessus de la normale";15,38
2017/06/07;"Température réalisée au dessus de la normale";15,44
2017/06/08;"Température réalisée au dessus de la normale";18,96
2017/06/09;"Température réalisée au dessus de la normale";18,75
2017/06/10;"Température réalisée au dessus de la normale";20,89
2017/06/11;"Température réalisée au dessus de la normale";22,18
2017/06/12;"Température réalisée au dessus de la normale";19,88
2017/06/13;"Température réalisée au dessus de la normale";20,44
2017/06/14;"Température réalisée au dessus de la normale";22,79
2017/06/15;"Température réalisée au dessus de la normale";22,56
2017/06/16;"Température réalisée au dessus de la normale";20,33
2017/06/17;"Température réalisée au dessus de la normale";21,67
2017/06/18;"Température réalisée au dessus de la normale";23,86
2017/06/19;"Température réalisée au dessus de la normale";25,81
2017/06/20;"Température réalisée au dessus de la normale";26,49
2017/06/21;"Température réalisée au dessus de la normale";26,81
2017/06/22;"Température réalisée au dessus de la normale";25,49
2017/06/23;"Température réalisée au dessus de la normale";21,75
2017/06/24;"Température réalisée au dessus de la normale";21,35
2017/06/25;"Température réalisée au dessus de la normale";21,66
2017/06/26;"Température réalisée au dessus de la normale";21,65
2017/06/27;"Température réalisée au dessus de la normale";21,07
2017/06/28;"Température réalisée au dessus de la normale";18,62
2017/06/29;"Température réalisée au dessus de la normale";16,76
2017/06/30;"Température réalisée au dessus de la normale";16,02
2017/07/01;"Température réalisée au dessus de la normale";16,22
2017/07/02;"Température réalisée au dessus de la normale";17,29
2017/07/03;"Température réalisée au dessus de la normale";19,44
2017/07/04;"Température réalisée au dessus de la normale";21,44
2017/07/05;"Température réalisée au dessus de la normale";24,13
2017/07/06;"Température réalisée au dessus de la normale";24,7
2017/07/07;"Température réalisée au dessus de la normale";25,42
2017/07/08;"Température réalisée au dessus de la normale";24,14
2017/07/09;"Température réalisée au dessus de la normale";22,43
2017/07/10;"Température réalisée au dessus de la normale";19,94
2017/07/11;"Température réalisée au dessus de la normale";19,87
2017/07/12;"Température réalisée au dessus de la normale";20,51
2017/07/13;"Température réalisée au dessus de la normale";20,54
2017/07/14;"Température réalisée au dessus de la normale";20,06
2017/07/15;"Température réalisée au dessus de la normale";20,26
2017/07/16;"Température réalisée au dessus de la normale";22,42
2017/07/17;"Température réalisée au dessus de la normale";23,83
2017/07/18;"Température réalisée au dessus de la normale";25,67
2017/07/19;"Température réalisée au dessus de la normale";23,76
2017/07/20;"Température réalisée au dessus de la normale";20,46
2017/07/21;"Température réalisée au dessus de la normale";19,66
2017/07/22;"Température réalisée au dessus de la normale";19,31
2017/07/23;"Température réalisée au dessus de la normale";18,81
2017/07/24;"Température réalisée au dessus de la normale";18,13
2017/07/25;"Température réalisée au dessus de la normale";18,36
2017/07/26;"Température réalisée au dessus de la normale";18,85
2017/07/27;"Température réalisée au dessus de la normale";20,05
2017/07/28;"Température réalisée au dessus de la normale";20,4
2017/07/29;"Température réalisée au dessus de la normale";22,27
2017/07/30;"Température réalisée au dessus de la normale";21,81
2017/07/31;"Température réalisée au dessus de la normale";20,9
2017/08/01;"Température réalisée au dessus de la normale";21,59
2017/08/02;"Température réalisée au dessus de la normale";22,96
2017/08/03;"Température réalisée au dessus de la normale";23,24
2017/08/04;"Température réalisée au dessus de la normale";22,58
2017/08/05;"Température réalisée au dessus de la normale";21,18
2017/08/06;"Température réalisée au dessus de la normale";19,46
2017/08/07;"Température réalisée au dessus de la normale";20,3
2017/08/08;"Température réalisée au dessus de la normale";18,03
2017/08/09;"Température réalisée au dessus de la normale";16,52
2017/08/10;"Température réalisée au dessus de la normale";16,08
2017/08/11;"Température réalisée au dessus de la normale";16,44
2017/08/12;"Température réalisée au dessus de la normale";17,77
2017/08/13;"Température réalisée au dessus de la normale";19,06
2017/08/14;"Température réalisée au dessus de la normale";21,17
2017/08/15;"Température réalisée au dessus de la normale";21,36
2017/08/16;"Température réalisée au dessus de la normale";20,61
2017/08/17;"Température réalisée au dessus de la normale";21,45
2017/08/18;"Température réalisée au dessus de la normale";20,29
2017/08/19;"Température réalisée au dessus de la normale";17,97
2017/08/20;"Température réalisée au dessus de la normale";17,84
2017/08/21;"Température réalisée au dessus de la normale";20,3
2017/08/22;"Température réalisée au dessus de la normale";22,46
2017/08/23;"Température réalisée au dessus de la normale";21,7
2017/08/24;"Température réalisée au dessus de la normale";20,98
2017/08/25;"Température réalisée au dessus de la normale";21,55
2017/08/26;"Température réalisée au dessus de la normale";22,71
2017/08/27;"Température réalisée au dessus de la normale";23,57
2017/08/28;"Température réalisée au dessus de la normale";24,5
2017/08/29;"Température réalisée au dessus de la normale";24,42
2017/08/30;"Température réalisée au dessus de la normale";20,57
2017/08/31;"Température réalisée au dessus de la normale";16,68
2017/09/01;"Température réalisée au dessus de la normale";15,92
2017/09/02;"Température réalisée au dessus de la normale";15,66
2017/09/03;"Température réalisée au dessus de la normale";15,89
2017/09/04;"Température réalisée au dessus de la normale";18,88
2017/09/05;"Température réalisée au dessus de la normale";19,83
2017/09/06;"Température réalisée au dessus de la normale";18,02
2017/09/07;"Température réalisée au dessus de la normale";16,8
2017/09/08;"Température réalisée au dessus de la normale";16,93
2017/09/09;"Température réalisée au dessus de la normale";14,91
2017/09/10;"Température réalisée au dessus de la normale";14,7
2017/09/11;"Température réalisée au dessus de la normale";15,6
2017/09/12;"Température réalisée au dessus de la normale";15,4
2017/09/13;"Température réalisée au dessus de la normale";16,9
2017/09/14;"Température réalisée au dessus de la normale";14,66
2017/09/15;"Température réalisée au dessus de la normale";12,59
2017/09/16;"Température réalisée au dessus de la normale";11,94
2017/09/17;"Température réalisée au dessus de la normale";12,19
2017/09/18;"Température réalisée au dessus de la normale";12,37
2017/09/19;"Température réalisée au dessus de la normale";12,76
2017/09/20;"Température réalisée au dessus de la normale";13,12
2017/09/21;"Température réalisée au dessus de la normale";14,21
2017/09/22;"Température réalisée au dessus de la normale";14,88
2017/09/23;"Température réalisée au dessus de la normale";15,47
2017/09/24;"Température réalisée au dessus de la normale";17
